Source,Target,OSM ID,Highway,Oneway,Reversed,Length
29796360,11005799369,546096658,secondary,True,False,5.664
29796361,10054383454,453981161,secondary,True,False,14.214
29796361,29794281,453981163,tertiary,False,False,12.628
29796361,10054383455,24221232,residential,True,False,13.515999999999998
29796362,10054383436,300627772,secondary,True,False,6.785
29796362,32125078,453963143,secondary,True,False,13.392
31701220,9038430157,48808784,residential,True,False,9.569
31701220,9038482912,464936534,secondary,True,False,43.262
31701224,3398341066,464943212,secondary,True,False,88.115
31701312,9038430135,19893611,pedestrian,False,False,5.878
31701312,9038430134,19893611,pedestrian,False,True,3.662
31701312,9038430132,458262031,residential,True,False,4.674
31701346,10099144278,48921993,residential,True,False,4.374
31701346,10099144269,199560670,residential,True,False,7.888
31701346,10099144282,453989324,tertiary,True,False,3.986
32124410,6461852664,415626770,tertiary,True,False,8.245
32124410,6461852662,794905835,tertiary,True,False,11.168
32124694,6863786886,60116375,tertiary,True,False,10.603
32124694,6863786887,422539631,secondary,False,False,7.953
32124694,6863721184,533386017,secondary,False,True,7.805
32124695,9041797152,60116382,secondary,True,False,8.345
32124695,6863786889,422539631,secondary,False,True,7.758
32124695,6863786890,1184528249,tertiary,True,False,9.013
32124695,11002193976,1184528252,footway,False,False,10.544
32124695,11002193975,1184528252,footway,False,True,11.56
32124695,9041797133,1184528253,footway,False,False,13.126
32124695,5279998448,1184528253,footway,False,True,12.541
32124759,208735476,19900948,residential,False,True,91.922
32124760,6864077040,60116377,tertiary,True,False,7.904
32124760,6864077042,60116379,tertiary,False,True,8.226
32125077,11065681738,1191912227,footway,False,True,9.305
32125077,1244402317,165325231,secondary,True,False,31.438000000000002
32125077,11065681740,1191912227,footway,False,False,19.294999999999998
32125078,29794279,233054870,secondary,True,False,13.342
32125078,10054383434,455083971,secondary,True,False,8.922
32125079,11065676383,19896812,service,False,True,9.214
32125079,32125171,112863359,unclassified,True,False,26.135
32125079,1946696090,455083986,secondary,True,False,8.745
32125080,11065676347,36606095,residential,False,True,8.646
32125080,32125170,455083988,tertiary,False,False,22.279
32125080,11065676345,456318008,secondary,True,False,9.98
32125170,32125080,455083988,tertiary,False,True,22.279
32125170,11065676346,479572754,secondary,True,False,9.236
32125171,11065676381,112863359,unclassified,True,False,8.628
32125171,11065676382,479572754,secondary,True,False,7.321
208678567,4605832349,19893609,pedestrian,False,False,35.956
208678567,11060288749,"[165325225, 165325226]",tertiary,True,False,169.51500000000001
208678567,9039383557,205657782,residential,True,False,51.701
208687484,10054383444,453963142,secondary,True,False,7.607
208687484,208687491,455083964,residential,True,False,14.494
208687491,1281694970,453981162,secondary,True,False,6.332
208687491,10054383441,455083965,residential,True,False,8.864
208687497,208756285,112863359,unclassified,True,False,73.766
208710068,11065676344,361607071,residential,True,False,156.875
208710068,7243139904,"[361607072, 456315708]",tertiary,False,False,81.50099999999999
208710068,208756285,"[456315709, 466675150]",tertiary,False,True,61.931
208710071,1281789673,205657782,residential,True,False,18.647
208710071,1281789661,977073826,residential,True,False,81.324
208710074,4605832349,19893609,pedestrian,False,True,6.674
208710074,3391106843,19893610,residential,True,False,73.777
208710078,9039378603,19893611,pedestrian,False,False,6.738
208710078,9039383423,"[19935412, 860194727]",residential,True,False,84.348
208721771,6863868059,479129085,secondary,True,False,30.69
208721772,6863721178,19896202,tertiary,True,False,9.134
208721772,6863721179,60116378,secondary,True,False,8.547
208721772,7243139904,361607072,tertiary,False,True,8.579
208721773,6863786898,456316923,secondary,True,False,8.172
208721773,427615136,1041940068,secondary,True,False,16.533
208735476,32124759,19900948,residential,False,False,91.922
208756278,11065676369,112863362,service,False,True,80.404
208756278,1307308123,116660629,service,False,False,49.929
208756278,11065676383,19896812,service,False,False,38.428000000000004
208756285,1281789488,455083987,tertiary,False,True,50.125
208756285,208710068,"[456315709, 466675150]",tertiary,False,False,61.931
208756298,9738612367,19896824,residential,True,False,109.985
208756323,208756298,356391518,residential,True,False,84.661
208756323,9418204499,356391520,residential,True,False,39.977
208756323,208756329,356391519,residential,True,False,117.273
208756329,9738612366,329384213,tertiary,True,False,78.911
208756336,10099507038,356391516,residential,False,True,5.934
208756336,9738612360,455083992,tertiary,True,False,102.997
208756336,10099507039,861088574,residential,True,False,8.089
208756342,11007829429,977073826,residential,True,False,5.071
208756342,9041797214,977073827,secondary,True,False,5.182
208765217,6461852653,453989310,tertiary,True,False,117.019
208765217,6461856958,503388659,service,False,False,4.889
208765229,7181949564,48921999,tertiary,False,True,7.321
208765229,7181949556,329384210,tertiary,False,False,8.421
208765229,10946755295,884573683,tertiary,True,False,6.293
209350753,11007815559,923946942,residential,True,False,5.446
209350753,9039383442,976830712,secondary,True,False,5.971
209350764,9039383426,1102640477,secondary,True,False,3.939
209353772,3473164546,165325223,residential,True,False,59.213
209353772,29794283,456314150,secondary,True,False,52.614
209353775,9039383550,165325223,residential,True,False,5.309
209353775,9039383558,205657782,residential,True,False,4.827
209353777,9039383533,312955854,secondary,True,False,4.224
228705909,9041753240,60116382,secondary,True,False,35.915
228705913,9041797170,21258129,residential,True,False,7.17
228705913,11002193981,977073803,secondary,True,False,35.801
262255346,1245595842,108599855,service,False,False,26.688
262255346,2889868394,108603837,residential,False,True,109.426
262255346,10054383456,108599846,residential,True,False,25.904
424780615,3398341057,453989323,secondary,True,False,8.129
424780615,3398373700,794905835,tertiary,True,False,10.144
424780615,9217289499,998268058,cycleway,False,True,12.073
425442757,10942547242,36519031,residential,False,False,6.792
425442757,10942517094,36519031,residential,False,True,74.412
425442757,10942547240,356391516,residential,False,False,4.529
425442757,10942547208,1177936001,footway,False,False,5.493
425952522,425952524,36597164,unclassified,False,False,123.48
425952522,3473164547,41258633,tertiary,True,False,24.024
425952524,425952522,36597164,unclassified,False,True,123.48
425952524,11005799365,977073826,residential,True,False,24.848
425952526,425952528,36597165,unclassified,True,False,123.905
425952526,29793426,41258633,tertiary,True,False,90.094
425952528,1281789600,977073826,residential,True,False,18.426
462248819,1281980690,39442471,secondary,False,True,39.87
462248819,6863721184,533386017,secondary,False,False,15.838
462248819,11065337853,38911500,service,True,False,10.96
462248821,32124759,60116377,tertiary,True,False,37.732
462248846,1207379269,"[104671937, 104671940]","['steps', 'footway']",False,True,9.884
467692641,11014316821,19897490,service,False,False,7.447
467692641,467692809,503388659,service,False,True,14.549999999999999
467692670,467692892,690837250,footway,False,False,15.474
467692670,467692720,39115471,footway,False,True,10.334
467692720,467692892,39115485,footway,False,False,18.71
467692720,8228760416,884878028,footway,False,False,11.296
467692720,467692670,39115471,footway,False,False,10.334
467692720,467692816,39115471,footway,False,True,33.71
467692757,10209964801,39115451,service,False,True,33.527
467692757,467692785,39115456,footway,False,True,44.544
467692757,6459355297,39115459,service,False,True,26.476
467692757,467692789,39115460,footway,False,False,29.442999999999998
467692757,467692775,690837252,footway,False,False,47.086
467692773,10209964801,39115451,service,False,False,6.553
467692775,467692785,39115468,footway,False,True,16.133
467692775,467692801,39115472,footway,False,False,13.311
467692775,467692808,690837252,footway,False,False,15.629
467692775,467692757,690837252,footway,False,True,47.086
467692777,467692798,39115467,footway,False,False,45.065
467692777,6459355298,688710970,footway,False,False,6.885
467692777,467692829,39115449,footway,False,False,40.165
467692782,467692789,39115455,footway,False,False,25.289
467692782,467692786,39115455,footway,False,True,8.034
467692782,467692785,39115468,footway,False,False,14.567
467692785,467692757,39115456,footway,False,False,44.544
467692785,467692801,39115461,footway,False,False,13.198
467692785,467692789,39115461,footway,False,True,28.347
467692785,467692775,39115468,footway,False,False,16.133
467692785,467692782,39115468,footway,False,True,14.567
467692786,467692782,39115455,footway,False,False,8.034
467692786,467692801,39115452,footway,False,False,21.629
467692786,467692788,39115452,footway,False,True,58.658
467692788,8227787376,39115452,footway,False,True,7.688
467692788,467692816,39115471,footway,False,False,5.912
467692788,467692786,39115452,footway,False,False,58.658
467692788,467692829,39115471,footway,False,True,12.125
467692789,467692782,39115455,footway,False,True,25.289
467692789,467692785,39115461,footway,False,False,28.347
467692789,6459355297,39115455,footway,False,False,16.529
467692789,467692757,39115460,footway,False,True,29.442999999999998
467692791,467692798,39115471,footway,False,True,4.39
467692791,8227787376,714752376,footway,False,True,11.876
467692791,467692829,39115471,footway,False,False,9.625
467692795,9276145931,19897490,service,False,False,23.434
467692795,11014316821,19897490,service,False,True,6.855
467692795,467692803,"[39115470, 1185755150]",footway,False,True,5.684
467692798,467692777,39115467,footway,False,True,45.065
467692798,467692791,39115471,footway,False,False,4.39
467692798,467692813,39115467,footway,False,False,17.349
467692801,467692807,39115461,footway,False,False,12.287
467692801,467692785,39115461,footway,False,True,13.198
467692801,6481858901,39115472,footway,False,False,10.917
467692801,467692775,39115472,footway,False,True,13.311
467692801,467692786,39115452,footway,False,True,21.629
467692803,467692806,39115470,footway,False,True,10.022
467692803,6481858901,39115472,footway,False,True,13.255
467692803,467692815,690837250,footway,False,False,22.056
467692803,9276145932,690837250,footway,False,True,25.171
467692803,467692795,"[39115470, 1185755150]",footway,False,False,5.684
467692806,467692803,39115470,footway,False,False,10.022
467692807,467692801,39115461,footway,False,True,12.287
467692807,467692808,39115469,footway,False,True,8.305
467692807,6481858901,690837253,footway,False,True,6.713
467692807,467692815,690837254,footway,False,False,14.367
467692808,467692807,39115469,footway,False,False,8.305
467692808,467692810,690837252,footway,False,False,15.841
467692808,467692775,690837252,footway,False,True,15.629
467692809,467692810,690837252,footway,False,True,6.385
467692809,467692641,503388659,service,False,False,14.549999999999999
467692809,6461856958,503388659,service,False,True,26.403
467692810,467692809,690837252,footway,False,False,6.385
467692810,467692808,690837252,footway,False,True,15.841
467692810,467692815,690837255,footway,False,True,4.865
467692810,7208720098,772184186,footway,False,False,21.017
467692812,467692813,39115467,footway,False,True,2.015
467692813,467692812,39115467,footway,False,False,2.015
467692813,467692798,39115467,footway,False,True,17.349
467692813,6459355298,"[688710969, 39115484]",footway,False,False,42.858999999999995
467692815,467692803,690837250,footway,False,True,22.056
467692815,467692807,690837254,footway,False,True,14.367
467692815,467692810,690837255,footway,False,False,4.865
467692816,467692788,39115471,footway,False,True,5.912
467692816,8227787376,714752376,footway,False,False,8.796
467692816,467692720,39115471,footway,False,False,33.71
467692829,8227787376,39115449,footway,False,False,9.242
467692829,467692777,39115449,footway,False,True,40.165
467692829,467692788,39115471,footway,False,False,12.125
467692829,467692791,39115471,footway,False,True,9.625
467692892,467692893,39115485,footway,False,False,12.452
467692892,467692720,39115485,footway,False,True,18.71
467692892,9276145932,690837250,footway,False,False,36.662
467692892,467692670,690837250,footway,False,True,15.474
467692893,9276145931,19897490,service,False,True,26.877
467692893,467692892,39115485,footway,False,True,12.452
580993294,10099499158,45560666,residential,True,False,8.019
580993294,580993295,332695584,secondary,True,False,48.03
580993295,6916840876,332695584,secondary,True,False,102.20500000000001
580993299,11060288192,45560662,residential,True,False,2.556
580993299,580993303,320900389,residential,True,False,9.759
580993303,11060288201,45560670,residential,True,False,6.023
580993303,580993304,320900389,residential,True,False,39.175
580993304,3398341081,475251116,residential,True,False,32.014
936010398,936010458,80209248,service,True,False,121.943
936010398,29796355,356391517,tertiary,True,False,157.133
936010458,11005799370,19896824,residential,True,False,145.57
988792376,228705909,60116382,secondary,True,False,83.447
988792376,6867340779,80209250,residential,True,False,8.863
988792376,10937270391,1177290304,service,False,True,9.887
1207379266,5279998440,104671947,footway,False,False,11.995
1207379269,1207379317,104671928,footway,False,False,3.249
1207379269,1207379288,104671928,footway,False,True,3.435
1207379269,462248846,"[104671937, 104671940]","['steps', 'footway']",False,False,9.884
1207379275,1207379287,104671931,footway,False,False,6.782
1207379275,5279998442,104671931,footway,False,True,5.968
1207379275,1207379317,104671942,footway,False,False,11.938
1207379275,5279998441,104671942,footway,False,True,32.227
1207379276,1207379287,104671931,footway,False,True,10.576
1207379276,5279998439,546380367,footway,False,False,29.387
1207379276,1207379314,546380367,footway,False,True,12.145
1207379287,1207379276,104671931,footway,False,False,10.576
1207379287,1207379275,104671931,footway,False,True,6.782
1207379287,1207379323,104671935,footway,False,False,31.426
1207379287,1207379288,104671935,footway,False,True,11.995
1207379288,1207379269,104671928,footway,False,False,3.435
1207379288,1207379314,104671928,footway,False,True,10.436
1207379288,1207379287,104671935,footway,False,False,11.995
1207379288,1207379313,104671935,footway,False,True,15.059
1207379294,5279998441,104671930,footway,False,False,5.369
1207379294,5279998442,546380367,footway,False,False,32.888
1207379294,5279998447,546380367,footway,False,True,35.265
1207379313,1207379288,104671935,footway,False,False,15.059
1207379313,5279998445,546380367,footway,False,False,12.818
1207379313,6863721181,546380367,footway,False,True,6.545
1207379314,1207379288,104671928,footway,False,False,10.436
1207379314,1207379276,546380367,footway,False,False,12.145
1207379314,5279998445,546380367,footway,False,True,15.133
1207379317,5279998443,104671928,footway,False,False,6.134
1207379317,1207379269,104671928,footway,False,True,3.249
1207379317,6863721181,104671942,footway,False,False,14.909
1207379317,1207379275,104671942,footway,False,True,11.938
1207379323,5279998439,104671930,footway,False,False,12.431
1207379323,5279998441,104671930,footway,False,True,6.601
1207379323,1207379287,104671935,footway,False,True,31.426
1207405217,9041753234,977067280,footway,False,False,6.393
1207405217,9041753233,977067280,footway,False,True,4.484
1207405301,6864077045,19896203,tertiary,True,False,9.211
1207405301,6864077043,60116379,tertiary,False,False,8.329
1207405301,6864077046,456345791,tertiary,False,False,8.51
1232083169,5279998432,104671951,footway,False,True,32.318
1232083169,6864077034,107161655,footway,False,True,15.231
1232083169,6864077020,104671951,footway,False,False,35.852000000000004
1244402074,1244402285,108457154,footway,False,True,37.056
1244402074,1244402173,108457167,footway,False,True,9.612
1244402074,1244402315,108457154,footway,False,False,62.764
1244402091,1244402223,385879098,secondary,True,False,20.805
1244402091,11065681710,1191912224,footway,False,False,6.89
1244402091,1244402135,1191912224,footway,False,True,11.278
1244402135,1244402091,1191912224,footway,False,False,11.278
1244402135,11065681709,1191912224,footway,False,True,9.441
1244402135,10054383433,455083969,secondary,True,False,92.61800000000001
1244402173,1244402074,108457167,footway,False,False,9.612
1244402173,1244402288,108457163,footway,False,False,66.854
1244402173,1244402285,108457163,footway,False,True,45.549
1244402180,3391132766,"[108457147, 332014237]",footway,False,True,69.804
1244402180,29796364,385879098,secondary,True,False,76.541
1244402223,1244402180,385879098,secondary,True,False,28.578
1244402223,3391132765,108457154,footway,False,True,57.903999999999996
1244402225,1244402315,108457140,footway,False,False,28.243
1244402225,3391132766,"[108457136, 332014237]",footway,False,False,66.641
1244402236,4333540483,165325231,secondary,True,False,39.831
1244402236,5754998846,607184016,service,True,False,63.608999999999995
1244402276,3391132767,"[108457141, 332014239]","['steps', 'footway']",False,True,16.103
1244402285,1244402074,108457154,footway,False,False,37.056
1244402285,1244402317,108457154,footway,False,True,35.195
1244402285,1244402173,108457163,footway,False,False,45.549
1244402288,1244402315,108457154,footway,False,True,7.735
1244402288,3391132765,108457154,footway,False,False,47.547999999999995
1244402288,1244402173,108457163,footway,False,True,66.85400000000001
1244402314,5754998846,108457170,service,True,False,37.176
1244402314,1244402091,455083971,secondary,True,False,81.91
1244402315,1244402225,108457140,footway,False,True,28.243
1244402315,1244402288,108457154,footway,False,False,7.735
1244402315,1244402074,108457154,footway,False,True,62.764
1244402317,1244402285,108457154,footway,False,False,35.195
1244402317,1244402236,165325231,secondary,True,False,35.341
1244402375,3391132767,"[108457173, 332014239]","['steps', 'footway']",False,"[False, True]",14.723
1245595842,262255346,108599855,service,False,True,26.688
1245595899,10864172229,"[108599849, 1188080414]","['steps', 'footway']",False,True,5.139
1245595899,1245595909,1168189998,footway,False,False,13.862
1245595899,1245595909,1168189998,footway,False,True,15.998
1245595909,10864172223,"[1168189997, 108599845]","['steps', 'footway']",False,"[False, True]",14.602
1245595909,1245595899,1168189998,footway,False,False,15.997999999999998
1245595909,1245595899,1168189998,footway,False,True,13.862000000000002
1245728002,10942517094,36519031,residential,False,False,10.536
1245728002,7181949572,143604703,service,False,True,8.306
1245728002,7181949570,794905835,tertiary,True,False,54.471
1245728010,10099144265,4320454,pedestrian,True,False,7.305
1245728010,6461852663,"[415626770, 415626772]",tertiary,True,False,191.64800000000002
1245728019,8025526256,4320454,pedestrian,True,False,33.522
1245728019,10942547242,36519031,residential,False,True,100.631
1281694929,3191564094,112834524,service,False,True,39.544
1281694929,4655302249,471379359,service,False,False,37.233
1281694929,1281694941,112834524,service,False,False,121.636
1281694941,4655302249,19894751,residential,False,False,83.237
1281694941,1281694929,112834524,service,False,True,121.636
1281694970,10054383443,1098071585,footway,False,False,14.853
1281694970,10054383452,453981162,secondary,True,False,50.272999999999996
1281694970,10054383441,1098071585,footway,False,True,14.939
1281789312,1281789721,112854773,service,False,True,37.266
1281789312,1281789366,112854754,service,False,False,35.051
1281789312,1281789641,112854773,service,False,False,41.05
1281789366,1281789312,112854754,service,False,True,35.051
1281789391,1281789600,"[112854777, 112854762, 112854781]","['steps', 'footway']",False,False,19.834000000000003
1281789488,208756285,455083987,tertiary,False,False,50.125
1281789488,10054383450,24221231,tertiary,False,True,65.163
1281789488,1281789641,112854780,service,False,True,86.102
1281789600,425952524,977073826,residential,True,False,40.424
1281789600,1281789391,"[112854777, 112854762, 112854781]","['steps', 'footway']",False,True,19.834
1281789641,1281789698,112854773,service,False,False,3.975
1281789641,1281789312,112854773,service,False,True,41.05
1281789641,1281789488,112854780,service,False,False,86.102
1281789661,1281789752,112854768,steps,False,True,18.734
1281789661,425952528,977073826,residential,True,False,9.834
1281789673,208710068,205657782,residential,True,False,113.826
1281789673,1281789688,"[112854761, 112854778, 112854772, 112854766]","['steps', 'footway']",False,True,41.949999999999996
1281789688,1281789673,"[112854761, 112854778, 112854772, 112854766]","['steps', 'footway']",False,False,41.95
1281789698,1281789735,112854770,footway,False,True,8.847
1281789698,1281789641,112854773,service,False,True,3.975
1281789698,1281789740,112854773,service,False,False,42.264
1281789721,1281789312,112854773,service,False,False,37.266
1281789721,11005799367,453959371,secondary,True,False,73.082
1281789735,1281789698,112854770,footway,False,False,8.847
1281789740,1281789698,112854773,service,False,True,42.263999999999996
1281789752,1281789661,112854768,steps,False,False,18.734
1281824247,1281824253,39442471,secondary,False,False,19.18
1281824247,1281824253,112862483,service,False,True,69.45400000000001
1281824253,1281980690,39442471,secondary,False,False,26.305
1281824253,1281824247,39442471,secondary,False,True,19.18
1281824253,1281824247,112862483,service,False,False,69.454
1281824259,7188440407,770016789,footway,False,True,5.262
1281824267,6864096014,38911500,service,True,False,5.754
1281824267,11065337846,112862481,service,True,False,3.902
1281833387,11065676347,36606095,residential,False,False,38.273
1281833387,1307308105,36606095,residential,False,True,28.275
1281833387,11065676369,112863362,service,False,False,10.897
1281980690,462248819,39442471,secondary,False,False,39.87
1281980690,1281824253,39442471,secondary,False,True,26.305
1281980690,1281980739,112881747,service,False,False,10.559
1281980739,1281980690,112881747,service,False,True,10.559
1302782824,2889868395,329384216,tertiary,True,False,43.34
1302782824,1302782914,"[115225540, 115225535]","['steps', 'footway']",False,True,18.534
1302782850,2889868395,329384212,residential,True,False,37.253
1302782850,1576241196,115225538,service,False,False,25.92
1302782914,1576231796,144038097,footway,False,False,6.334
1302782914,1576241196,115225538,service,False,True,24.534000000000002
1302782914,1302782824,"[115225540, 115225535]","['steps', 'footway']",False,False,18.534
1307308103,1307308119,115802102,footway,False,True,17.071
1307308103,1307308223,115802104,footway,False,False,73.936
1307308103,5543773616,115802116,footway,False,False,17.389
1307308105,1281833387,36606095,residential,False,False,28.275
1307308105,1307308217,"[739448024, 115802100, 115802103]",service,True,False,73.071
1307308111,1307308223,115802114,footway,False,False,17.765
1307308111,1307308119,578642051,footway,False,True,73.16
1307308119,1307308103,115802102,footway,False,False,17.071
1307308119,1307308217,115802102,footway,False,True,43.422
1307308119,1307308111,578642051,footway,False,False,73.16
1307308119,5543773616,578642051,footway,False,True,35.698
1307308123,208756278,116660629,service,False,True,49.929
1307308217,1307308119,115802102,footway,False,False,43.422
1307308223,1307308103,115802104,footway,False,True,73.936
1307308223,1307308111,115802114,footway,False,True,17.765
1307308223,5543773620,115802114,footway,False,False,111.342
1315075296,1315075483,116711259,steps,False,True,8.169
1315075296,10099144254,332009845,footway,False,False,43.001000000000005
1315075296,1315075308,332009846,footway,False,True,17.864
1315075308,1315075387,116711256,steps,False,True,9.01
1315075308,1315075321,332009847,footway,False,False,22.646
1315075308,10099144255,332009849,footway,False,False,23.633
1315075308,1315075296,332009846,footway,False,False,17.864
1315075321,1315075578,116711272,steps,False,True,11.673
1315075321,1315075308,332009847,footway,False,True,22.646
1315075321,10099144253,332009848,footway,False,False,7.027
1315075334,3398341071,80194350,tertiary,True,False,9.026
1315075334,10946755289,329384205,secondary,True,False,4.574
1315075387,1315075308,116711256,steps,False,False,9.01
1315075387,1315075578,332009841,footway,False,False,14.862
1315075387,1315075483,332009841,footway,False,True,13.247
1315075432,6461852650,48921999,tertiary,False,False,6.898
1315075432,6461852651,274693147,tertiary,True,False,7.046
1315075483,1315075296,116711259,steps,False,False,8.169
1315075483,1315075387,332009841,footway,False,False,13.247
1315075483,7181922222,"[332009840, 769401151, 116711255]","['steps', 'footway']",False,True,28.306999999999995
1315075499,7181922222,"[116711257, 769400973]","['steps', 'footway']",False,True,9.113
1315075499,10971777813,"[116711268, 332009838]","['steps', 'footway']",False,"[False, True]",32.154
1315075499,1315075578,332009842,footway,False,True,43.47099999999999
1315075578,1315075321,116711272,steps,False,False,11.673
1315075578,1315075387,332009841,footway,False,True,14.862
1315075578,1315075499,332009842,footway,False,False,43.471000000000004
1556607818,10126168934,"[38911497, 1184528255]",footway,False,True,19.802
1556607818,2053602088,"[194850424, 194850425]","['steps', 'footway']",False,False,11.533000000000001
1576231796,1302782914,144038097,footway,False,True,6.334
1576241196,1302782914,115225538,service,False,False,24.534
1576241196,1302782850,115225538,service,False,True,25.92
1576241207,1302782850,329384212,residential,True,False,27.22
1583371512,1583371513,143604703,service,False,True,5.987
1583371512,7181949572,143604703,service,False,False,12.192
1583371513,1583371512,143604703,service,False,False,5.987
1583371513,1583371512,144838144,service,True,False,80.849
1583371513,1583371514,143604703,service,False,True,37.463
1583371514,1583371513,143604703,service,False,False,37.463
1946696090,11065676380,1191912217,footway,False,False,26.673
1946696090,11065676375,1191912217,footway,False,True,8.931
1946696090,11065676348,455083986,secondary,True,False,67.709
1946696113,11065676385,455083985,secondary,True,False,96.697
1946696113,10054383430,1098071584,footway,False,False,20.497999999999998
1946696113,11065676389,"[1164019232, 1191912220]",footway,False,True,10.837
2000648565,6461856961,189448474,footway,False,False,85.304
2000648571,10099144246,189448475,steps,False,False,56.918
2053602088,1556607818,"[194850424, 194850425]","['steps', 'footway']",False,True,11.533000000000001
2729206964,11005799389,"[312955859, 267471413]","['corridor', 'footway']",False,False,173.845
2729206964,9039378540,"[267471418, 1185049226]","['corridor', 'footway']",False,False,27.397000000000002
2889868393,10864172220,1042770937,residential,True,False,45.034
2889868393,10054383445,1041940069,residential,True,False,145.542
2889868394,2889868396,19891899,residential,True,False,73.763
2889868394,262255346,108603837,residential,False,False,109.426
2889868395,2889868396,329384213,tertiary,True,False,53.624
2889868395,10864172233,329384214,residential,True,False,6.822
2889868396,26235236,329384213,tertiary,True,False,11.411
3191564091,11065681740,19894751,residential,False,True,10.661
3191564091,32125077,165325231,secondary,True,False,13.311
3191564091,11065681741,165325606,secondary,True,False,6.051
3191564091,11065681739,551006099,residential,True,False,7.464
3191564094,1281694929,112834524,service,False,False,39.544
3191564094,26235237,165325606,secondary,True,False,38.429
3391106830,3391106831,4320454,pedestrian,True,False,34.721
3391106830,10099144254,332009845,footway,False,True,8.508
3391106830,10099144255,332009849,footway,False,True,8.932
3391106831,3391106832,4320454,pedestrian,True,False,18.666
3391106831,10099144253,332009848,footway,False,True,7.507
3391106832,10089969972,332009850,footway,False,False,140.616
3391106832,3398341074,4320454,pedestrian,True,False,92.24999999999999
3391106841,9038430188,"[1102640472, 332009851, 1102640471]","['steps', 'footway']",False,False,50.719
3391106841,10089969965,1102640471,footway,False,True,62.213
3391106841,11007829425,"[1102640473, 1102640474, 332009854]","['steps', 'footway']",False,False,10.922
3391106843,10089969964,1102640470,footway,False,False,5.967
3391106843,208710078,19893610,residential,True,False,9.304
3391106843,11007829425,"[332009854, 1102640475, 1102640470]","['steps', 'footway']",False,True,34.813
3391132741,9910411635,4687530,secondary,True,False,8.705
3391132741,10099144261,332014235,footway,False,False,8.433
3391132743,3391132744,332014236,footway,False,False,11.755
3391132743,9038500755,41258628,secondary,True,False,95.876
3391132744,10089969972,332009850,footway,False,True,81.965
3391132744,3391132743,332014236,footway,False,True,11.755
3391132744,10089969965,"[332009850, 1102640471]",footway,False,False,159.273
3391132765,3391132767,332014238,footway,False,False,7.938
3391132765,1244402223,108457154,footway,False,False,57.903999999999996
3391132765,1244402288,108457154,footway,False,True,47.547999999999995
3391132766,3391132767,332014238,footway,False,True,9.987
3391132766,1244402180,"[108457147, 332014237]",footway,False,False,69.804
3391132766,1244402225,"[108457136, 332014237]",footway,False,True,66.641
3391132767,3391132766,332014238,footway,False,False,9.987
3391132767,3391132765,332014238,footway,False,True,7.938
3391132767,1244402276,"[108457141, 332014239]","['steps', 'footway']",False,False,16.103
3391132767,1244402375,"[108457173, 332014239]","['steps', 'footway']",False,"[False, True]",14.723
3398341050,3398373696,976731325,footway,False,False,13.996
3398341050,29794286,454215276,secondary,True,False,53.404
